ChickenLicken_21_006|and it's where i'm going to gobble you all up|and it's where i'm going to gobble you all up
ChickenLicken_22_001|who will tell the king the sky is falling|who will tell the king the sky is falling
ChickenLicken_22_002|cried chicken licken|cried chicken licken
ChickenLicken_22_003|stupid bird said foxy loxy|stupid bird said foxy loxy
ChickenLicken_22_004|the sky can't fall|the sky can't fall
ChickenLicken_22_005|just then an acorn hit foxy loxy on the head|just then an acorn hit foxy loxy on the head
ChickenLicken_22_006|foxy loxy didn't see it|foxy loxy didn't see it
ChickenLicken_23_001|all he could see was sky|all he could see was sky
ChickenLicken_23_002|the sky is falling|the sky is falling
ChickenLicken_23_003|now he was scared|now he was scared
ChickenLicken_23_004|he ran down the tunnel and was never seen again|he ran down the tunnel and was never seen again
ChickenLicken_23_005|out of my way|out of my way
ChickenLicken_23_006|the others had seen the acorn fall on foxy loxy|the others had seen the acorn fall on foxy loxy
ChickenLicken_24_001|everyone looked at chicken licken|everyone looked at chicken licken
ChickenLicken_24_002|are you sure the sky fell on your head|are you sure the sky fell on your head
ChickenLicken_24_003|they said|they said
ChickenLicken_24_004|maybe it was an acorn said chicken licken|maybe it was an acorn said chicken licken
ChickenLicken_24_005|and they chased him all the way home|and they chased him all the way home
ChickenLicken_25_001|chicken licken was read by lesley sims produced by marion mckinnon with sound production by beth punter for the classical recording company|chicken licken was read by lesley sims produced by marion mckinnon with sound production by beth punter for the classical recording company
ChickenLicken_25_002|this is an usborne audio production|this is an usborne audio production
CleverRabbitAndTheLion_01_001|clever rabbit and the lion|clever rabbit and the lion
CleverRabbitAndTheLion_01_002|retold by susanna davidson|retold by susanna davidson
CleverRabbitAndTheLion_01_003|when you hear this sound|when you hear this sound
CleverRabbitAndTheLion_01_004|turn the page|turn the page
CleverRabbitAndTheLion_02_001|once upon a time in a great big jungle lived a great big lion|once upon a time in a great big jungle lived a great big lion
CleverRabbitAndTheLion_02_002|he had great big paws and very sharp claws|he had great big paws and very sharp claws
CleverRabbitAndTheLion_03_001|i'm king of the jungle roared lion|i'm king of the jungle roared lion
CleverRabbitAndTheLion_03_002|i'm going to eat you all up|i'm going to eat you all up
CleverRabbitAndTheLion_03_003|no|no
CleverRabbitAndTheLion_03_004|cried the jungle animals|cried the jungle animals
CleverRabbitAndTheLion_04_001|you're small and weak said lion|you're small and weak said lion
CleverRabbitAndTheLion_04_002|you can't stop me|you can't stop me
CleverRabbitAndTheLion_04_003|don't worry said clever rabbit|don't worry said clever rabbit
CleverRabbitAndTheLion_04_004|i have a plan|i have a plan
CleverRabbitAndTheLion_05_001|the next day all the animals hid from lion|the next day all the animals hid from lion
CleverRabbitAndTheLion_06_001|where are you all|where are you all
CleverRabbitAndTheLion_06_002|roared lion|roared lion
CleverRabbitAndTheLion_06_003|i want to eat you|i want to eat you
CleverRabbitAndTheLion_06_004|here i am said clever rabbit|here i am said clever rabbit
CleverRabbitAndTheLion_06_005|you can eat me|you can eat me
CleverRabbitAndTheLion_07_001|i tried to come before but a great big lion stopped me|i tried to come before but a great big lion stopped me
CleverRabbitAndTheLion_07_002|i'm the only lion in the jungle roared lion|i'm the only lion in the jungle roared lion
CleverRabbitAndTheLion_08_001|oh no you're not said clever rabbit|oh no you're not said clever rabbit
CleverRabbitAndTheLion_08_002|this lion has bigger paws and sharper claws|this lion has bigger paws and sharper claws
CleverRabbitAndTheLion_08_003|show me this other lion|show me this other lion
CleverRabbitAndTheLion_08_004|i'll eat him up and then i'll eat you|i'll eat him up and then i'll eat you
CleverRabbitAndTheLion_09_001|clever rabbit led lion to the deep wide river|clever rabbit led lion to the deep wide river
CleverRabbitAndTheLion_09_002|he lives in there said clever rabbit|he lives in there said clever rabbit
CleverRabbitAndTheLion_10_001|lion looked into the water|lion looked into the water
CleverRabbitAndTheLion_10_002|another lion looked back|another lion looked back
CleverRabbitAndTheLion_10_003|lion shook his head|lion shook his head
CleverRabbitAndTheLion_10_004|so did the other lion|so did the other lion
CleverRabbitAndTheLion_11_001|lion leaped at the lion in the water and was swept away|lion leaped at the lion in the water and was swept away
CleverRabbitAndTheLion_12_001|at last cried clever rabbit|at last cried clever rabbit
CleverRabbitAndTheLion_12_002|we're safe|we're safe
CleverRabbitAndTheLion_12_003|the jungle animals came rushing out|the jungle animals came rushing out
CleverRabbitAndTheLion_12_004|help|help
CleverRabbitAndTheLion_12_005|called lion|called lion
CleverRabbitAndTheLion_12_006|save me|save me
CleverRabbitAndTheLion_13_001|we can't said clever rabbit|we can't said clever rabbit
CleverRabbitAndTheLion_13_002|we're small and weak|we're small and weak
CleverRabbitAndTheLion_13_003|lion let out one last and was never seen again|lion let out one last and was never seen again
Dinosaurs_01_001|dinosaurs|dinosaurs
Dinosaurs_01_002|by conrad mason|by conrad mason
Dinosaurs_01_003|when you hear this sound|when you hear this sound
Dinosaurs_01_004|turn the page|turn the page
Dinosaurs_02_001|millions of years ago incredible creatures lived on earth|millions of years ago incredible creatures lived on earth
Dinosaurs_02_002|they were dinosaurs|they were dinosaurs
Dinosaurs_02_003|brachiosaurus|brachiosaurus
Dinosaurs_02_004|stegosaurus|stegosaurus
Dinosaurs_03_001|the word dinosaur means terrible lizard|the word dinosaur means terrible lizard
Dinosaurs_03_002|allosaurus|allosaurus
Dinosaurs_03_003|some dinosaurs walked on two legs|some dinosaurs walked on two legs
Dinosaurs_03_004|gallimimus|gallimimus
Dinosaurs_03_005|some walked on four legs|some walked on four legs
Dinosaurs_03_006|ankylosaurus|ankylosaurus
Dinosaurs_04_001|there were lots of different dinosaurs|there were lots of different dinosaurs
Dinosaurs_04_002|some had spiny backs|some had spiny backs
Dinosaurs_04_003|spinosaurus|spinosaurus
Dinosaurs_04_004|some had bony plates|some had bony plates
Dinosaurs_04_005|stegosaurus|stegosaurus
Dinosaurs_04_006|some had strange crests|some had strange crests
Dinosaurs_04_007|corythosaurus|corythosaurus
Dinosaurs_04_008|tsintaosaurus|tsintaosaurus
Dinosaurs_04_009|saurolophus|saurolophus
Dinosaurs_05_001|these dinosaurs had very big crests|these dinosaurs had very big crests
Dinosaurs_05_002|parasaurolophus|parasaurolophus
Dinosaurs_05_003|they probably blew through them to make a noise|they probably blew through them to make a noise
Dinosaurs_06_001|this dinosaur is called apatosaurus|this dinosaur is called apatosaurus
Dinosaurs_06_002|it was longer than a bus taller than a house|it was longer than a bus taller than a house
Dinosaurs_06_003|and as heavy as four elephants|and as heavy as four elephants
Dinosaurs_06_004|ornitholestes|ornitholestes
Dinosaurs_06_005|another ornitholestes|another ornitholestes
Dinosaurs_07_001|not all dinosaurs were so big|not all dinosaurs were so big
Dinosaurs_07_002|this is scutellosaurus next to a modern-day cat|this is scutellosaurus next to a modern-day cat
Dinosaurs_07_003|this tiny dinosaur was even smaller|this tiny dinosaur was even smaller
Dinosaurs_07_004|it is called micropachycephalosaurus|it is called micropachycephalosaurus
Dinosaurs_08_001|dinosaurs lived on the land|dinosaurs lived on the land
Dinosaurs_08_002|it was very hot|it was very hot
Dinosaurs_08_003|two eoraptors|two eoraptors
Dinosaurs_08_004|mussaurus|mussaurus
Dinosaurs_08_005|another mussaurus|another mussaurus
Dinosaurs_08_006|plants grew everywhere|plants grew everywhere
Dinosaurs_09_001|pterosaurs looped and swooped in the sky|pterosaurs looped and swooped in the sky
Dinosaurs_10_001|plesiosaurs splashed and swam in the sea|plesiosaurs splashed and swam in the sea
Dinosaurs_10_002|plesiosaur|plesiosaur
Dinosaurs_11_001|most dinosaurs were plant-eaters or herbivores|most dinosaurs were plant-eaters or herbivores
Dinosaurs_11_002|stegosaurus|stegosaurus
Dinosaurs_11_003|diplodocus had a long neck|diplodocus had a long neck
Dinosaurs_11_004|it ate leaves high up in trees|it ate leaves high up in trees
Dinosaurs_12_001|some dinosaurs were meat-eaters or carnivores|some dinosaurs were meat-eaters or carnivores
Dinosaurs_12_002|they ate anything they could catch|they ate anything they could catch
Dinosaurs_12_003|saurornithoides|saurornithoides
Dinosaurs_12_004|velociraptors|velociraptors
Dinosaurs_12_005|tarbosaurus|tarbosaurus
Dinosaurs_12_006|saurolophus|saurolophus
Dinosaurs_12_007|even other dinosaurs|even other dinosaurs
Dinosaurs_13_001|tyrannosaurus rex was one of the biggest carnivores|tyrannosaurus rex was one of the biggest carnivores
Dinosaurs_13_002|it had huge teeth to crunch and munch bones|it had huge teeth to crunch and munch bones
Dinosaurs_13_003|but its arms were tiny|but its arms were tiny
Dinosaurs_13_004|no one knows why|no one knows why
Dinosaurs_13_005|dromiceiomimus|dromiceiomimus
Dinosaurs_14_001|some meat-eaters were small and fast|some meat-eaters were small and fast
Dinosaurs_14_002|velociraptors had sharp claws to grip their victims|velociraptors had sharp claws to grip their victims
Dinosaurs_14_003|velociraptors|velociraptors
Dinosaurs_14_004|khaan|khaan
Dinosaurs_15_001|sometimes a meat-eater's victim escaped|sometimes a meat-eater's victim escaped
Dinosaurs_15_002|tarbosaurus|tarbosaurus
Dinosaurs_15_003|gallimimus could run away fast|gallimimus could run away fast
Dinosaurs_15_004|gallimimus|gallimimus
Dinosaurs_15_005|triceratops had horns to scare off attackers|triceratops had horns to scare off attackers
Dinosaurs_15_006|and iguanodon had spikes instead of thumbs|and iguanodon had spikes instead of thumbs
Dinosaurs_16_001|this ankylosaurus was very safe indeed|this ankylosaurus was very safe indeed
Dinosaurs_16_002|it had thick plates and a club on its tail|it had thick plates and a club on its tail
Dinosaurs_16_003|if another dinosaur attacked|if another dinosaur attacked
Dinosaurs_16_004|tyrannosaurus rex|tyrannosaurus rex
Dinosaurs_17_001|mother dinosaurs made nests|mother dinosaurs made nests
Dinosaurs_17_002|then they laid eggs|then they laid eggs
Dinosaurs_17_003|leaellynasaura|leaellynasaura
Dinosaurs_18_001|baby dinosaurs broke out of the eggs|baby dinosaurs broke out of the eggs
Dinosaurs_18_002|some went off to find food|some went off to find food
Dinosaurs_18_003|orodromeus|orodromeus
Dinosaurs_18_004|some stayed in the nest until they were bigger|some stayed in the nest until they were bigger
Dinosaurs_18_005|maiasaura|maiasaura
Dinosaurs_19_001|dinosaurs lived on earth for more than a hundred million years|dinosaurs lived on earth for more than a hundred million years
Dinosaurs_19_002|then almost all of them disappeared|then almost all of them disappeared
Dinosaurs_20_001|some people think that a big rock fell from space and hit the earth|some people think that a big rock fell from space and hit the earth
Dinosaurs_20_002|quetzalcoatlus|quetzalcoatlus
Dinosaurs_20_003|edmontosaurus|edmontosaurus
Dinosaurs_20_004|triceratops|triceratops
Dinosaurs_20_005|dust filled the sky|dust filled the sky
Dinosaurs_20_006|it hid the sun|it hid the sun
Dinosaurs_20_007|it was too cold for dinosaurs to live|it was too cold for dinosaurs to live
Dinosaurs_21_001|there is a lot we don't know about dinosaurs|there is a lot we don't know about dinosaurs
Dinosaurs_21_002|we don't even know what their skin looked like|we don't even know what their skin looked like
Dinosaurs_21_003|perhaps they were green or spotted or striped|perhaps they were green or spotted or striped
Dinosaurs_22_001|experts find out about dinosaurs by looking at fossils|experts find out about dinosaurs by looking at fossils
Dinosaurs_22_002|fossils are bones that have turned to stone|fossils are bones that have turned to stone
Dinosaurs_22_003|maybe you will find a fossil one day|maybe you will find a fossil one day
Dinosaurs_23_001|dinosaur timeline|dinosaur timeline
Dinosaurs_23_002|dinosaurs didn't all live at the same time|dinosaurs didn't all live at the same time
Dinosaurs_23_003|this timeline shows when different dinosaurs lived|this timeline shows when different dinosaurs lived
Dinosaurs_23_004|triassic period|triassic period
Dinosaurs_23_005|two hundred and forty five million years ago|two hundred and forty five million years ago
Dinosaurs_23_006|eoraptors|eoraptors
Dinosaurs_23_007|coloradisaurus|coloradisaurus
Dinosaurs_23_008|pterosaur|pterosaur
Dinosaurs_23_009|riojasaurus|riojasaurus
Dinosaurs_23_010|diplodocus|diplodocus
Dinosaurs_23_011|jurassic period|jurassic period
Dinosaurs_23_012|two hundred and eight million years ago|two hundred and eight million years ago
Dinosaurs_23_013|stegosaurus|stegosaurus
Dinosaurs_23_014|apatosaurus|apatosaurus
Dinosaurs_23_015|allosaurus|allosaurus
Dinosaurs_23_016|velociraptor|velociraptor
Dinosaurs_23_017|cretaceous period|cretaceous period
Dinosaurs_23_018|one hundred and forty six million years ago|one hundred and forty six million years ago
Dinosaurs_23_019|parasaurolophus|parasaurolophus
Dinosaurs_23_020|ankylosaurus|ankylosaurus
Dinosaurs_23_021|tyrannosaurus rex|tyrannosaurus rex
Dinosaurs_23_022|triceratops|triceratops
Dinosaurs_24_001|dinosuar glossary|dinosuar glossary
Dinosaurs_24_002|here are some words in the book that you might not know|here are some words in the book that you might not know
Dinosaurs_24_003|carnivore a meat eating animal|carnivore a meat eating animal
Dinosaurs_24_004|crest a part that sticks up on a dinosaur's head|crest a part that sticks up on a dinosaur's head
Dinosaurs_24_005|fossil bones that have turned to stone|fossil bones that have turned to stone
Dinosaurs_24_006|herbivore a plant eating animal|herbivore a plant eating animal
Dinosaurs_25_001|dinosaurs was read by lesley sims produced by marion mckinnon with sound production by beth punter for the classical recording company|dinosaurs was read by lesley sims produced by marion mckinnon with sound production by beth punter for the classical recording company
Dinosaurs_25_002|this is an usborne audio production|this is an usborne audio production
Elephants_01_001|elephants by kate davies|elephants by kate davies
Elephants_01_002|when you hear this sound|when you hear this sound
Elephants_01_003|turn the page|turn the page
Elephants_02_001|the sun is rising|the sun is rising
Elephants_02_002|a group of elephants stands on a hot grassy plain|a group of elephants stands on a hot grassy plain
Elephants_02_003|they have come to meet the new baby of the family|they have come to meet the new baby of the family
Elephants_02_004|the newborn elephant blinks in the sun|the newborn elephant blinks in the sun
Elephants_03_001|her legs are wobbly and weak|her legs are wobbly and weak
Elephants_03_002|at first she falls down|at first she falls down
Elephants_03_003|but she tries again and again and soon she can stand up|but she tries again and again and soon she can stand up
Elephants_03_004|now she's very hungry|now she's very hungry
Elephants_03_005|so she drinks her mother's milk|so she drinks her mother's milk
Elephants_04_001|she's a baby african elephant|she's a baby african elephant
Elephants_04_002|not all elephants live in africa|not all elephants live in africa
Elephants_04_003|some come from asia|some come from asia
Elephants_05_001|african elephants are bigger than asian elephants|african elephants are bigger than asian elephants
Elephants_05_002|they have bigger ears and longer tusks|they have bigger ears and longer tusks
Elephants_05_003|tusks are really long pointy teeth|tusks are really long pointy teeth
Elephants_05_004|female asian elephants don't have tusks at all|female asian elephants don't have tusks at all
Elephants_06_001|every elephant has a tail to flick away flies four legs two small black eyes and a long bendy trunk|every elephant has a tail to flick away flies four legs two small black eyes and a long bendy trunk
Elephants_07_001|an elephant's trunk is like a really long nose|an elephant's trunk is like a really long nose
Elephants_07_002|but it's much more useful than an ordinary nose|but it's much more useful than an ordinary nose
Elephants_07_003|the baby elephant is learning to use her trunk|the baby elephant is learning to use her trunk
Elephants_07_004|her mother shows her all the things she can do|her mother shows her all the things she can do
Elephants_08_001|she picks leaves off the trees and puts them in her mouth|she picks leaves off the trees and puts them in her mouth
Elephants_08_002|she sucks up water in her trunk|she sucks up water in her trunk
Elephants_08_003|and she squirts that into her mouth too|and she squirts that into her mouth too
Elephants_09_001|elephants like to live in hot places|elephants like to live in hot places
Elephants_09_002|but they can live almost anywhere|but they can live almost anywhere
Elephants_09_003|they need water to drink and trees to shade them from the sun|they need water to drink and trees to shade them from the sun
Elephants_10_001|some asian elephants live in hot wet rainforests|some asian elephants live in hot wet rainforests
Elephants_10_002|others live high up near tall mountains|others live high up near tall mountains
Elephants_11_001|these asian elephants live in a dry dusty forest|these asian elephants live in a dry dusty forest
Elephants_11_002|every summer the rain comes|every summer the rain comes
Elephants_11_003|it falls for weeks|it falls for weeks
Elephants_12_001|the land gets flooded|the land gets flooded
Elephants_12_002|but the elephants don't mind|but the elephants don't mind
Elephants_12_003|they like to swim|they like to swim
Elephants_13_001|sometimes baby elephants hold on to their mothers tails in the water|sometimes baby elephants hold on to their mothers tails in the water
Elephants_13_002|this keeps them safe as they splash around|this keeps them safe as they splash around
Elephants_14_001|in africa the elephants can't go swimming|in africa the elephants can't go swimming
Elephants_14_002|it hasn't rained for months|it hasn't rained for months
Elephants_14_003|the trees and bushes are turning brown|the trees and bushes are turning brown
Elephants_14_004|the water is drying up too|the water is drying up too
Elephants_14_005|there's no food for the elephants to eat|there's no food for the elephants to eat
Elephants_15_001|so the elephants go on a long journey to find food and water|so the elephants go on a long journey to find food and water
Elephants_15_002|they travel in groups called herds|they travel in groups called herds
Elephants_15_003|they walk for hours and hours|they walk for hours and hours
Elephants_16_001|at last the elephants find a pool of water|at last the elephants find a pool of water
Elephants_16_002|the baby elephants play|the baby elephants play
Elephants_16_003|the adults drink and drink until they're full|the adults drink and drink until they're full
Elephants_17_001|a lion is watching the elephant babies|a lion is watching the elephant babies
Elephants_17_002|he spots one baby elephant standing alone|he spots one baby elephant standing alone
Elephants_18_001|but her mother hears the lion|but her mother hears the lion
Elephants_18_002|she flaps her ears lifts her trunk and trumpetsthe lion slinks away|she flaps her ears lifts her trunk and trumpetsthe lion slinks away
Elephants_18_003|the scared baby elephant hides under her mother|the scared baby elephant hides under her mother
Elephants_19_001|female elephants live in herds with their babies|female elephants live in herds with their babies
Elephants_19_002|male elephants live alone or with other males|male elephants live alone or with other males
Elephants_20_001|sometimes male elephants fight|sometimes male elephants fight
Elephants_20_002|they want the females to notice them|they want the females to notice them
Elephants_20_003|a female elephant chooses a male to be her partner|a female elephant chooses a male to be her partner
Elephants_20_004|they move away from the group together for a while|they move away from the group together for a while
Elephants_21_001|soon a baby elephant is growing inside the female|soon a baby elephant is growing inside the female
Elephants_21_002|it grows for nearly two years|it grows for nearly two years
Elephants_21_003|at last it is ready to be born|at last it is ready to be born
Elephants_21_004|the mother elephant slips away from the herd|the mother elephant slips away from the herd
Elephants_21_005|another female elephant goes with her to help|another female elephant goes with her to help
Elephants_22_001|the baby elephant is born in the night|the baby elephant is born in the night
Elephants_22_002|the sun rises and he blinks his eyes|the sun rises and he blinks his eyes
Elephants_23_001|the other elephants gather around to meet the new baby of the family|the other elephants gather around to meet the new baby of the family
Elephants_24_001|elephant facts|elephant facts
Elephants_24_002|elephants are the largest land animals in the world and usually live between fifty to seventy years|elephants are the largest land animals in the world and usually live between fifty to seventy years
Elephants_24_003|there are about ten times as many african elephants as asian elephants in the world|there are about ten times as many african elephants as asian elephants in the world
Elephants_24_004|elephants use their tusks to dig for food and fight|elephants use their tusks to dig for food and fight
Elephants_24_005|just as humans are left or right handed elephants are left or right tusked|just as humans are left or right handed elephants are left or right tusked
GoldilocksAndTheThreeBears_01_001|goldilocks and the three bears|goldilocks and the three bears
GoldilocksAndTheThreeBears_01_002|retold by susanna davidson|retold by susanna davidson
GoldilocksAndTheThreeBears_01_003|when you hear this sound|when you hear this sound
GoldilocksAndTheThreeBears_01_004|turn the page|turn the page
GoldilocksAndTheThreeBears_02_001|once upon a time there was a little girl called goldilocks|once upon a time there was a little girl called goldilocks
GoldilocksAndTheThreeBears_02_002|she had lovely golden hair and looked as good as gold|she had lovely golden hair and looked as good as gold
GoldilocksAndTheThreeBears_03_001|but goldilocks wasn't good|but goldilocks wasn't good
GoldilocksAndTheThreeBears_03_002|she was naughty|she was naughty
GoldilocksAndTheThreeBears_03_003|she liked to do something naughty every day|she liked to do something naughty every day
GoldilocksAndTheThreeBears_04_001|if you don't stop being naughty said her mother your hair will turn blue|if you don't stop being naughty said her mother your hair will turn blue
GoldilocksAndTheThreeBears_04_002|i don't believe you|i don't believe you
GoldilocksAndTheThreeBears_04_003|said goldilocks and put salt in the sugar pot|said goldilocks and put salt in the sugar pot
GoldilocksAndTheThreeBears_04_004|if you carry on like this said her father you'll grow warts on your nose|if you carry on like this said her father you'll grow warts on your nose
GoldilocksAndTheThreeBears_04_005|i don't believe you|i don't believe you
GoldilocksAndTheThreeBears_04_006|said goldilocks|said goldilocks
GoldilocksAndTheThreeBears_05_001|and gave her little brother a haircut|and gave her little brother a haircut
GoldilocksAndTheThreeBears_05_002|now thought goldilocks|now thought goldilocks
GoldilocksAndTheThreeBears_05_003|what shall i do next|what shall i do next
GoldilocksAndTheThreeBears_05_004|then she remembered the woods|then she remembered the woods
GoldilocksAndTheThreeBears_05_005|her mother always said don't go into the woods|her mother always said don't go into the woods
GoldilocksAndTheThreeBears_05_006|they're full of bears|they're full of bears
GoldilocksAndTheThreeBears_05_007|the woods are too dangerous|the woods are too dangerous
GoldilocksAndTheThreeBears_05_008|that made goldilocks want to go there even more|that made goldilocks want to go there even more
GoldilocksAndTheThreeBears_06_001|goldilocks waited until no one was watching and crept out through the back door|goldilocks waited until no one was watching and crept out through the back door
GoldilocksAndTheThreeBears_07_001|this is fun|this is fun
GoldilocksAndTheThreeBears_07_002|thought goldilocks as she skipped down the path|thought goldilocks as she skipped down the path
GoldilocksAndTheThreeBears_07_003|there aren't any bears here at all|there aren't any bears here at all
GoldilocksAndTheThreeBears_07_004|goldilocks skipped around a corner and saw|goldilocks skipped around a corner and saw
GoldilocksAndTheThreeBears_08_001|a pretty little cottage|a pretty little cottage
GoldilocksAndTheThreeBears_08_002|i wonder who lives here|i wonder who lives here
GoldilocksAndTheThreeBears_08_003|goldilocks knocked on the door|goldilocks knocked on the door
GoldilocksAndTheThreeBears_08_004|there was no answer|there was no answer
GoldilocksAndTheThreeBears_08_005|but there was a delicious smell coming from inside|but there was a delicious smell coming from inside
GoldilocksAndTheThreeBears_09_001|mmm said greedy goldilocks walking in|mmm said greedy goldilocks walking in
GoldilocksAndTheThreeBears_09_002|she followed the smell and saw three bowls of porridge on the table|she followed the smell and saw three bowls of porridge on the table
GoldilocksAndTheThreeBears_10_001|i'm so hungry|i'm so hungry
GoldilocksAndTheThreeBears_10_002|i'm sure no one would notice if i had a tiny taste|i'm sure no one would notice if i had a tiny taste
GoldilocksAndTheThreeBears_10_003|first goldilocks tried the great big bowl|first goldilocks tried the great big bowl
GoldilocksAndTheThreeBears_10_004|yuk|yuk
GoldilocksAndTheThreeBears_10_005|too cold|too cold
GoldilocksAndTheThreeBears_11_001|next she tried the middle-sized bowl|next she tried the middle-sized bowl
GoldilocksAndTheThreeBears_11_002|too hot|too hot
GoldilocksAndTheThreeBears_11_003|last of all goldilocks tried the porridge in the tiny bowl|last of all goldilocks tried the porridge in the tiny bowl
GoldilocksAndTheThreeBears_11_004|just right|just right
GoldilocksAndTheThreeBears_11_005|she ate it all up|she ate it all up
GoldilocksAndTheThreeBears_12_001|feeling full goldilocks looked for somewhere to sit|feeling full goldilocks looked for somewhere to sit
GoldilocksAndTheThreeBears_12_002|first she tried the great big chair|first she tried the great big chair
GoldilocksAndTheThreeBears_12_003|too hard said goldilocks|too hard said goldilocks
GoldilocksAndTheThreeBears_12_004|next she tried the middle-sized chair|next she tried the middle-sized chair
GoldilocksAndTheThreeBears_12_005|too soft|too soft
GoldilocksAndTheThreeBears_13_001|last of all goldilocks tried the tiny chair|last of all goldilocks tried the tiny chair
GoldilocksAndTheThreeBears_13_002|it's just right thought goldilocks until|it's just right thought goldilocks until
GoldilocksAndTheThreeBears_13_003|the chair broke|the chair broke
GoldilocksAndTheThreeBears_14_001|oops|oops
GoldilocksAndTheThreeBears_14_002|giggled goldilocks|giggled goldilocks
GoldilocksAndTheThreeBears_14_003|i'll just lie down instead|i'll just lie down instead
GoldilocksAndTheThreeBears_14_004|goldilocks climbed the stairs to the bedroom|goldilocks climbed the stairs to the bedroom
GoldilocksAndTheThreeBears_14_005|three beds to choose from|three beds to choose from
GoldilocksAndTheThreeBears_15_001|she tried the first bed|she tried the first bed
GoldilocksAndTheThreeBears_15_002|too hard|too hard
GoldilocksAndTheThreeBears_15_003|she tried the second bed|she tried the second bed
GoldilocksAndTheThreeBears_15_004|too soft|too soft
GoldilocksAndTheThreeBears_15_005|she tried the third bed|she tried the third bed
GoldilocksAndTheThreeBears_15_006|just right|just right
GoldilocksAndTheThreeBears_15_007|said goldilocks|said goldilocks
GoldilocksAndTheThreeBears_15_008|in no time at all goldilocks was fast asleep|in no time at all goldilocks was fast asleep
GoldilocksAndTheThreeBears_16_001|as she slept a large heavy paw pushed at the front door|as she slept a large heavy paw pushed at the front door
GoldilocksAndTheThreeBears_16_002|three bears stomped into the house|three bears stomped into the house
GoldilocksAndTheThreeBears_16_003|there was a great big father bear a middle-sized mother bear and a cuddly little baby bear|there was a great big father bear a middle-sized mother bear and a cuddly little baby bear
GoldilocksAndTheThreeBears_17_001|father bear went straight to the table|father bear went straight to the table
GoldilocksAndTheThreeBears_17_002|he was hungry|he was hungry
GoldilocksAndTheThreeBears_17_003|he looked at his porridge bowl and let out a great big|he looked at his porridge bowl and let out a great big
GoldilocksAndTheThreeBears_17_004|who's been eating my porridge|who's been eating my porridge
GoldilocksAndTheThreeBears_17_005|he said in his great gruff voice|he said in his great gruff voice
GoldilocksAndTheThreeBears_18_001|who's been eating my porridge|who's been eating my porridge
GoldilocksAndTheThreeBears_18_002|said mother bear in her middle-sized voice|said mother bear in her middle-sized voice
GoldilocksAndTheThreeBears_18_003|who's been eating my porridge|who's been eating my porridge
GoldilocksAndTheThreeBears_18_004|squeaked baby bear in his tiny voice|squeaked baby bear in his tiny voice
GoldilocksAndTheThreeBears_18_005|they've eaten it all up|they've eaten it all up
GoldilocksAndTheThreeBears_19_001|father bear looked around the room|father bear looked around the room
GoldilocksAndTheThreeBears_19_002|who's been sitting in my chair|who's been sitting in my chair
GoldilocksAndTheThreeBears_19_003|he growled in his great gruff voice|he growled in his great gruff voice
GoldilocksAndTheThreeBears_19_004|who's been sitting in my chair|who's been sitting in my chair
GoldilocksAndTheThreeBears_19_005|asked mother bear in her middle-sized voice|asked mother bear in her middle-sized voice
GoldilocksAndTheThreeBears_20_001|who's been sitting in my chair|who's been sitting in my chair
GoldilocksAndTheThreeBears_20_002|squeaked baby bear|squeaked baby bear
GoldilocksAndTheThreeBears_20_003|they've broken it|they've broken it
GoldilocksAndTheThreeBears_20_004|then the three bears heard loud snores from upstairs|then the three bears heard loud snores from upstairs
GoldilocksAndTheThreeBears_20_005|they climbed the stairs|they climbed the stairs
GoldilocksAndTheThreeBears_21_001|who's been sleeping in my bed|who's been sleeping in my bed
GoldilocksAndTheThreeBears_21_002|growled father bear in his great gruff voice|growled father bear in his great gruff voice
GoldilocksAndTheThreeBears_21_003|who's been sleeping in my bed|who's been sleeping in my bed
GoldilocksAndTheThreeBears_21_004|said mother bear in her middle-sized voice|said mother bear in her middle-sized voice
GoldilocksAndTheThreeBears_22_001|who's been sleeping in my bed|who's been sleeping in my bed
GoldilocksAndTheThreeBears_22_002|squeaked baby bear in his tiny voice|squeaked baby bear in his tiny voice
GoldilocksAndTheThreeBears_22_003|she's still there|she's still there
GoldilocksAndTheThreeBears_22_004|baby bear began to cry|baby bear began to cry
GoldilocksAndTheThreeBears_22_005|he cried so loudly goldilocks woke up|he cried so loudly goldilocks woke up
GoldilocksAndTheThreeBears_22_006|she looked at the three bears opened her mouth and screamed|she looked at the three bears opened her mouth and screamed
GoldilocksAndTheThreeBears_23_001|goldilocks ran out of the house|goldilocks ran out of the house
GoldilocksAndTheThreeBears_23_002|she ran home as fast as she could go|she ran home as fast as she could go
GoldilocksAndTheThreeBears_24_001|i'll never ever be naughty again|i'll never ever be naughty again
HowElephantsLostTheirWings_01_001|how elephants lost their wings|how elephants lost their wings
HowElephantsLostTheirWings_01_002|retold by lesley sims|retold by lesley sims
HowElephantsLostTheirWings_01_003|when you hear this sound|when you hear this sound
HowElephantsLostTheirWings_01_004|turn the page|turn the page
HowElephantsLostTheirWings_02_001|this story is about flying elephants two gods houses peacocks and banana trees|this story is about flying elephants two gods houses peacocks and banana trees
HowElephantsLostTheirWings_03_001|once upon a time elephants could fly|once upon a time elephants could fly
HowElephantsLostTheirWings_03_002|they flew everywhere|they flew everywhere
